x, y
-20.475001522440778, 9.003265322277414
-12.772669143170331, 10.115559425567143
-4.5697582364046045, 11.336460126786857
4.159308202910907, 12.53759738246489
12.913951647280918, 13.7566510326994
21.29590158942817, 14.911796718845858
30.66439315510626, 16.192726577084695
41.271542536995305, 17.561945472416273
48.76377808903233, 18.490458002678224
56.79861153401133, 19.46533151266879
64.03142317763839, 20.375004122881663
71.26971560806284, 21.230927549425108
79.15474088057974, 22.183636447593226
86.41312952926131, 23.13154301319982
92.61189939711345, 23.89917740265052
97.81316606783996, 24.495036050477268
