x, y
-20.83125266427136, 11.380050530037668
-12.922477315632422, 12.609447665789318
-5.994762803726935, 13.597804647971873
2.098532367090918, 14.753319744315371
10.469520735643382, 15.882052601373415
17.815601973083247, 16.811488657127967
23.928506181109555, 17.660393289927637
31.795262164301803, 18.636559735607847
38.231532793374335, 19.451293925181243
45.13732415809025, 20.348037178497687
53.278119481152174, 21.358374067404167
60.23141099811217, 22.27802075293714
68.06528226052006, 23.26305304334633
75.3766518482431, 24.198214957155013
85.0027403933987, 25.384021689655857
93.29334388892272, 26.33857763880918
97.95201266670726, 26.87200596333604
