x, y
-20.584617258388647, 13.947081989273912
-10.890932342731869, 15.382610014974308
-1.8768649899518905, 16.66150811712942
8.368552463309175, 18.082813850243745
16.61165580658912, 19.18254800683409
24.662931611960296, 20.28080452263627
32.485841300773394, 21.217628782331637
41.132695938128, 22.395493195596103
47.89415991717922, 23.23904138053868
56.577553133183116, 24.331202628089688
65.11113817672492, 25.42003918386733
72.87923999756408, 26.340239984695863
80.18147494062481, 27.220175074046956
87.99524998477558, 28.066493835467337
