x, y
-11.155837037939225, -0.004248217265968746
-3.669082272699594, 1.2321677122294565
2.2172827477011126, 2.0997275599796827
9.470190609585284, 3.1854241290824774
16.229827659704036, 4.15309414023075
24.381584556360757, 5.274438793347978
32.082090006698735, 6.264458121417216
42.29644966810791, 7.574940795419314
52.96571463370074, 8.970572519839306
60.788624322513854, 9.934733134115692
71.11808050666829, 11.274214508585489
82.01571158881919, 12.585436002981668
88.2875586139699, 13.412914844352972
94.29084708604834, 14.118488320700825
98.83259241215517, 14.696061163774054
