x, y
-20.654040557822302, 4.076995639640353
-12.082090006698738, 5.268158819998285
-2.4139820960964613, 6.638116535723945
5.215273125875402, 7.6493769501230275
12.40606540405578, 8.673197311221495
19.014067352779975, 9.530967788750141
27.480056025820595, 10.676139399576497
34.38767431946897, 11.590983752547942
43.184337129285666, 12.77032580660057
51.38542110711893, 13.924732672352945
59.36544668412398, 14.890740337614535
68.90566956945375, 16.091877593292566
78.87522075391267, 17.314440640398963
86.1409171183241, 18.180522847361026
93.52901772121064, 19.03330628722962
98.45259119420254, 19.530347707347964
