x, y
-20.75452164910785, 6.517873516587178
-11.411607088484258, 7.79178458108224
-3.2963887704768275, 8.994953592843997
4.526520918336274, 10.033365656725575
11.11077279093843, 10.946178253613294
17.837525120272822, 11.822419240993979
24.810912855489917, 12.832571424801937
37.182875586139694, 14.454651600007917
44.93636197551915, 15.495280125071739
53.09908044577065, 16.546806250948265
60.43420010961573, 17.47254820473241
69.54692162474879, 18.576715283687243
77.0811765422325, 19.46865620444216
85.58187686498995, 20.43133917793038
92.54430302661225, 21.253646276543112
98.16210949394068, 21.909349376290464
