x, y
3.073805491111459, 3.947332909725725
2.1315418665224386, 2.94110325762985
4.103495637569564, 4.958698258186653
5.035120055793564, 5.8724853757115625
6.350218477348098, 6.933923763731764
7.536258699953031, 7.859449615805367
8.849969398938214, 8.815055975159998
10.119272975704181, 9.76350904314902
11.751234717260422, 10.90436730710023
13.048292745413399, 11.780003537341884
14.606705190794061, 12.770642682615275
16.307590486628047, 13.778156258802413
17.900695996242476, 14.665347805865435
19.545609815112655, 15.568313277478268
21.487033689634067, 16.404881531800047
23.37711182908951, 17.216504975205854
26.16365874834541, 18.36983564461505
28.339607737087064, 19.27225086304591
30.808366187961685, 20.211533044668766
33.636544784298096, 21.152832821292176
35.90408346261689, 21.85587297012256
38.17994847635178, 22.563315144408705
40.781465719694275, 23.27075731869485
43.70909776683414, 24.012682025717783
47.21448497701362, 24.798810405025645
50.22121721060647, 25.41087536110365
1.3211118860217197, 1.9825622146380446
-0.00786376122631976, 0.004768860910406991
53.86861469704949, 26.11318183902474
56.71992200287508, 26.574844258697603
59.87652827395779, 27.123813516576377
63.5044976444299, 27.747066954021104
