x, y
0, 0
1.2420116995687385, 2.0201628487393304
2.4659830057359198, 3.988785316100801
1.8271680496448854, 2.9856737653694227
3.208414580338462, 4.946042435001343
3.965185954824293, 5.896696515718244
4.713168419704237, 6.922551864637717
5.481504148934656, 7.851746071257787
6.347443032209397, 8.816523316978586
7.310059921148892, 9.777081954970948
8.400347286468637, 10.848424900266611
9.555395038358075, 11.7754180941588
10.65215844233479, 12.81429610171823
11.731806601289515, 13.774854739710593
13.120916893209412, 14.768978821803126
14.51696579797606, 15.80143720890624
16.069364778889536, 16.792993442816247
17.85397600307434, 17.772994359904885
19.686694942996628, 18.783992872911167
21.580011101780556, 19.810765310467257
23.530223885907855, 20.833869393476878
25.60903229479497, 21.77095056237185
28.129136480735564, 22.87329110358516
30.692722640515807, 23.81495771566322
33.75218833174397, 24.8479663559483
36.93608648002391, 25.80228879121167
39.39328057615395, 26.553200966873447
41.965655645540075, 27.228911874332653
