x, y
0, 0
0.13594139415452006, 0.9944414586201565
0.33934999874128335, 2.9140597966530954
0.5115424313370087, 4.954891148298939
0.8866399818744807, 7.546128531146238
1.1353623845127507, 9.833921090799326
1.3473302620647987, 11.925464009364854
1.5436900536213276, 14.664713201351718
1.7511265513682248, 16.988581062675316
1.8991516250031466, 19.215560970940977
1.9877652745260932, 21.549736061313286
2.0778893839840897, 23.9216356100039
2.1755657931173373, 26.121404433580953
2.2687108224454344, 27.65429553770605
