x, y
0, 0
0.04255682546008341, 2.0106251269185167
0.40660271281970994, 3.968242530640586
0.20769581121279837, 2.9821888285502793
0.6008838725287864, 4.95026104272978
0.7137519748359641, 5.921824744361542
1.0056362885893622, 6.96217009373956
1.2466374414665737, 7.8636682235338045
1.3590429695839679, 8.860910406990834
1.600506696650963, 9.798908664522425
1.841970423717958, 10.84897515344858
2.018211190025477, 11.807883031895033
2.2707766976472765, 12.86033395127639
2.539532301911499, 13.79337993017025
2.688943765211574, 14.765127049529337
2.9003401699426408, 15.85517860301198
3.1732589419149146, 16.83536293782794
3.566447003230903, 17.805826133095763
3.793570930414609, 18.819209076557247
4.22006433339501, 19.820486450015395
4.639156549338875, 20.84615838120754
4.991638081953913, 21.796262208742473
5.383438420700551, 22.942072751331416
5.768762720790219, 23.870533287042193
6.358082238574418, 24.89895648414419
6.800765738197241, 25.85272866622559
7.280917747192531, 26.925355535612514
7.744417085355613, 27.695159737188597
